ensg	gene	ID	X1	X2	X3	X4	X5	X6	X7	X8	X9
ENSG00000176986.1	gene_16915	evm.TU.SUPER__14.615	SUPER__14	EVM	gene	44472018	44496867	.	+	.	ID=evm.TU.SUPER__14.615;Name=EVM prediction SUPER__14.615
ENSG00000177354.1	gene_16989	evm.TU.SUPER__14.766	SUPER__14	EVM	gene	56055363	56059517	.	-	.	ID=evm.TU.SUPER__14.766;Name=EVM prediction SUPER__14.766
ENSG00000177613.1	gene_17034	evm.TU.SUPER__14.470	SUPER__14	EVM	gene	29056522	29058507	.	-	.	ID=evm.TU.SUPER__14.470;Name=EVM prediction SUPER__14.470
ENSG00000177791.1	gene_17070	evm.TU.SUPER__14.613	SUPER__14	EVM	gene	44446699	44451598	.	-	.	ID=evm.TU.SUPER__14.613;Name=EVM prediction SUPER__14.613
ENSG00000177853.1	gene_17075	evm.TU.SUPER__14.371	SUPER__14	EVM	gene	22124052	22128509	.	-	.	ID=evm.TU.SUPER__14.371;Name=EVM prediction SUPER__14.371
ENSG00000178217.1	gene_17136	reg_23333	SUPER__14	TOGA	gene	50210687	50284219	.	+	.	ID=reg_23333;Name=gene.reg_23333
ENSG00000178234.3	gene_17142	evm.TU.SUPER__14.390	SUPER__14	EVM	gene	23463114	23465153	.	-	.	ID=evm.TU.SUPER__14.390;Name=EVM prediction SUPER__14.390
ENSG00000178645.1	gene_17193	reg_23317	SUPER__14	TOGA	gene	55722274	55739921	.	-	.	ID=reg_23317;Name=gene.reg_23317
ENSG00000178988.1	gene_17251	evm.TU.SUPER__14.250	SUPER__14	EVM	gene	16711647	16716141	.	+	.	ID=evm.TU.SUPER__14.250;Name=EVM prediction SUPER__14.250
ENSG00000179774.1	gene_17406	evm.TU.SUPER__14.537	SUPER__14	EVM	gene	40199288	40199746	.	-	.	ID=evm.TU.SUPER__14.537;Name=EVM prediction SUPER__14.537
ENSG00000179988.1	gene_17462	evm.TU.SUPER__14.31	SUPER__14	EVM	gene	1390449	1397860	.	+	.	ID=evm.TU.SUPER__14.31;Name=EVM prediction SUPER__14.31
ENSG00000180628.1	gene_17572	evm.TU.SUPER__14.421	SUPER__14	EVM	gene	25256571	25310374	.	-	.	ID=evm.TU.SUPER__14.421;Name=EVM prediction SUPER__14.421
ENSG00000180644.1	gene_17574	evm.TU.SUPER__14.579	SUPER__14	EVM	gene	41933768	41936326	.	-	.	ID=evm.TU.SUPER__14.579;Name=EVM prediction SUPER__14.579
ENSG00000180745.1	gene_17581	evm.TU.SUPER__14.71	SUPER__14	EVM	gene	3308405	3317665	.	-	.	ID=evm.TU.SUPER__14.71;Name=EVM prediction SUPER__14.71
ENSG00000180817.1	gene_17592	evm.TU.SUPER__14.572	SUPER__14	EVM	gene	41674727	41702366	.	-	.	ID=evm.TU.SUPER__14.572;Name=EVM prediction SUPER__14.572
ENSG00000181274.1	gene_17676	evm.TU.SUPER__14.359	SUPER__14	EVM	gene	21276525	21277196	.	+	.	ID=evm.TU.SUPER__14.359;Name=EVM prediction SUPER__14.359
ENSG00000181915.1	gene_17777	evm.TU.SUPER__14.518	SUPER__14	EVM	gene	36496515	36497330	.	+	.	ID=evm.TU.SUPER__14.518;Name=EVM prediction SUPER__14.518
ENSG00000182010.1	gene_17796	evm.TU.SUPER__14.514	SUPER__14	EVM	gene	36004418	36074449	.	-	.	ID=evm.TU.SUPER__14.514;Name=EVM prediction SUPER__14.514
ENSG00000182022.1	gene_17798	reg_23248	SUPER__14	TOGA	gene	1772131	1791453	.	-	.	ID=reg_23248;Name=gene.reg_23248
ENSG00000182180.1	gene_17833	evm.TU.SUPER__14.605	SUPER__14	EVM	gene	44103704	44105018	.	-	.	ID=evm.TU.SUPER__14.605;Name=EVM prediction SUPER__14.605
ENSG00000182333.1	gene_17873	reg_23127	SUPER__14	TOGA	gene	27065488	27076041	.	-	.	ID=reg_23127;Name=gene.reg_23127
ENSG00000182481.5	gene_17902	evm.TU.SUPER__14.401	SUPER__14	EVM	gene	24036474	24038063	.	-	.	ID=evm.TU.SUPER__14.401;Name=EVM prediction SUPER__14.401
ENSG00000182645.1	gene_17935	evm.TU.SUPER__14.173	SUPER__14	EVM	gene	8349711	8377767	.	-	.	ID=evm.TU.SUPER__14.173;Name=EVM prediction SUPER__14.173
ENSG00000182771.1	gene_17959	evm.TU.SUPER__14.817	SUPER__14	EVM	gene	59041390	59646639	.	+	.	ID=evm.TU.SUPER__14.817;Name=EVM prediction SUPER__14.817
ENSG00000183128.1	gene_18030	evm.TU.SUPER__14.249	SUPER__14	EVM	gene	16704504	16710536	.	+	.	ID=evm.TU.SUPER__14.249;Name=EVM prediction SUPER__14.249
ENSG00000183346.1	gene_18073	evm.TU.SUPER__14.511	SUPER__14	EVM	gene	35527081	35640573	.	+	.	ID=evm.TU.SUPER__14.511;Name=EVM prediction SUPER__14.511
ENSG00000183559.1	gene_18120	reg_23168	SUPER__14	TOGA	gene	1302265	1304610	.	-	.	ID=reg_23168;Name=gene.reg_23168
ENSG00000183605.1	gene_18131	evm.TU.SUPER__14.134	SUPER__14	EVM	gene	6406618	6423528	.	+	.	ID=evm.TU.SUPER__14.134;Name=EVM prediction SUPER__14.134
ENSG00000184719.1	gene_18387	evm.TU.SUPER__14.452	SUPER__14	EVM	gene	27089193	27309486	.	+	.	ID=evm.TU.SUPER__14.452;Name=EVM prediction SUPER__14.452
ENSG00000185009.1	gene_18481	evm.TU.SUPER__14.625	SUPER__14	EVM	gene	44805138	44813567	.	-	.	ID=evm.TU.SUPER__14.625;Name=EVM prediction SUPER__14.625
ENSG00000185219.1	gene_18533	reg_23607	SUPER__14	TOGA	gene	55955213	55962310	.	+	.	ID=reg_23607;Name=gene.reg_23607
ENSG00000185303.1	gene_18571	evm.TU.SUPER__14.698	SUPER__14	EVM	gene	49963599	49965824	.	-	.	ID=evm.TU.SUPER__14.698;Name=EVM prediction SUPER__14.698
ENSG00000185532.1	gene_18654	evm.TU.SUPER__14.467	SUPER__14	EVM	gene	28512167	28845808	.	+	.	ID=evm.TU.SUPER__14.467;Name=EVM prediction SUPER__14.467
ENSG00000185532.2	gene_18655	evm.TU.SUPER__14.472	SUPER__14	EVM	gene	29143596	29495656	.	+	.	ID=evm.TU.SUPER__14.472;Name=EVM prediction SUPER__14.472
ENSG00000185737.1	gene_18729	reg_23413	SUPER__14	TOGA	gene	51087480	52124408	.	+	.	ID=reg_23413;Name=gene.reg_23413
ENSG00000185745.1	gene_18732	reg_23270	SUPER__14	TOGA	gene	26463190	26467474	.	-	.	ID=reg_23270;Name=gene.reg_23270
ENSG00000185745.2	gene_18733	reg_23278	SUPER__14	TOGA	gene	26478952	26480356	.	-	.	ID=reg_23278;Name=gene.reg_23278
ENSG00000185933.1	gene_18783	evm.TU.SUPER__14.251	SUPER__14	EVM	gene	16716622	16720149	.	+	.	ID=evm.TU.SUPER__14.251;Name=EVM prediction SUPER__14.251
ENSG00000186188.1	gene_18846	reg_23096	SUPER__14	TOGA	gene	23707343	23724718	.	-	.	ID=reg_23096;Name=gene.reg_23096
ENSG00000186766.1	gene_18952	evm.TU.SUPER__14.70	SUPER__14	EVM	gene	3280139	3281765	.	+	.	ID=evm.TU.SUPER__14.70;Name=EVM prediction SUPER__14.70
ENSG00000186795.1	gene_18961	evm.TU.SUPER__14.156	SUPER__14	EVM	gene	7640814	7651183	.	-	.	ID=evm.TU.SUPER__14.156;Name=EVM prediction SUPER__14.156
ENSG00000186862.1	gene_18972	evm.TU.SUPER__14.302	SUPER__14	EVM	gene	18529749	18546193	.	+	.	ID=evm.TU.SUPER__14.302;Name=EVM prediction SUPER__14.302
ENSG00000187021.1	gene_19002	reg_23092	SUPER__14	TOGA	gene	8231428	8244940	.	-	.	ID=reg_23092;Name=gene.reg_23092
ENSG00000187122.1	gene_19028	evm.TU.SUPER__14.362	SUPER__14	EVM	gene	21371247	21523823	.	+	.	ID=evm.TU.SUPER__14.362;Name=EVM prediction SUPER__14.362
ENSG00000187164.1	gene_19035	evm.TU.SUPER__14.159	SUPER__14	EVM	gene	7748790	7835490	.	+	.	ID=evm.TU.SUPER__14.159;Name=EVM prediction SUPER__14.159
ENSG00000187553.1	gene_19091	evm.TU.SUPER__14.403	SUPER__14	EVM	gene	24075780	24083582	.	-	.	ID=evm.TU.SUPER__14.403;Name=EVM prediction SUPER__14.403
ENSG00000187714.1	gene_19124	evm.TU.SUPER__14.763	SUPER__14	EVM	gene	55803670	55805262	.	-	.	ID=evm.TU.SUPER__14.763;Name=EVM prediction SUPER__14.763
ENSG00000187783.1	gene_19143	evm.TU.SUPER__14.747	SUPER__14	EVM	gene	54822903	54849920	.	+	.	ID=evm.TU.SUPER__14.747;Name=EVM prediction SUPER__14.747
ENSG00000187908.1	gene_19191	evm.TU.SUPER__14.24	SUPER__14	EVM	gene	942203	967873	.	+	.	ID=evm.TU.SUPER__14.24;Name=EVM prediction SUPER__14.24
ENSG00000187908.2	gene_19192	evm.TU.SUPER__14.26	SUPER__14	EVM	gene	1109554	1354460	.	+	.	ID=evm.TU.SUPER__14.26;Name=EVM prediction SUPER__14.26
ENSG00000188316.1	gene_19308	evm.TU.SUPER__14.160	SUPER__14	EVM	gene	7840056	7863563	.	-	.	ID=evm.TU.SUPER__14.160;Name=EVM prediction SUPER__14.160
ENSG00000188373.1	gene_19324	evm.TU.SUPER__14.841	SUPER__14	EVM	gene	60931307	60937620	.	-	.	ID=evm.TU.SUPER__14.841;Name=EVM prediction SUPER__14.841
ENSG00000188385.1	gene_19326	evm.TU.SUPER__14.98	SUPER__14	EVM	gene	5230194	5259672	.	+	.	ID=evm.TU.SUPER__14.98;Name=EVM prediction SUPER__14.98
ENSG00000188611.1	gene_19364	evm.TU.SUPER__14.464	SUPER__14	EVM	gene	28209404	28264623	.	+	.	ID=evm.TU.SUPER__14.464;Name=EVM prediction SUPER__14.464
ENSG00000188613.1	gene_19367	evm.TU.SUPER__14.137	SUPER__14	EVM	gene	6501202	6502065	.	-	.	ID=evm.TU.SUPER__14.137;Name=EVM prediction SUPER__14.137
ENSG00000188620.1	gene_19368	evm.TU.SUPER__14.34	SUPER__14	EVM	gene	1480007	1481683	.	+	.	ID=evm.TU.SUPER__14.34;Name=EVM prediction SUPER__14.34
ENSG00000188649.1	gene_19379	evm.TU.SUPER__14.373	SUPER__14	EVM	gene	22212621	22272622	.	-	.	ID=evm.TU.SUPER__14.373;Name=EVM prediction SUPER__14.373
ENSG00000188690.1	gene_19387	evm.TU.SUPER__14.59	SUPER__14	EVM	gene	2515639	2523068	.	-	.	ID=evm.TU.SUPER__14.59;Name=EVM prediction SUPER__14.59
ENSG00000188716.1	gene_19391	evm.TU.SUPER__14.630	SUPER__14	EVM	gene	45537051	45558685	.	-	.	ID=evm.TU.SUPER__14.630;Name=EVM prediction SUPER__14.630
ENSG00000188816.1	gene_19424	evm.TU.SUPER__14.35	SUPER__14	EVM	gene	1491495	1493116	.	+	.	ID=evm.TU.SUPER__14.35;Name=EVM prediction SUPER__14.35
ENSG00000188916.1	gene_19447	reg_23061	SUPER__14	TOGA	gene	3033389	3055252	.	-	.	ID=reg_23061;Name=gene.reg_23061
ENSG00000189129.1	gene_19491	evm.TU.SUPER__14.670	SUPER__14	EVM	gene	49364356	49380065	.	-	.	ID=evm.TU.SUPER__14.670;Name=EVM prediction SUPER__14.670
ENSG00000189319.1	gene_19522	evm.TU.SUPER__14.47	SUPER__14	EVM	gene	1957928	2006444	.	-	.	ID=evm.TU.SUPER__14.47;Name=EVM prediction SUPER__14.47
ENSG00000196072.1	gene_19546	evm.TU.SUPER__14.316	SUPER__14	EVM	gene	19130048	19136516	.	+	.	ID=evm.TU.SUPER__14.316;Name=EVM prediction SUPER__14.316
ENSG00000196177.1	gene_19573	evm.TU.SUPER__14.33	SUPER__14	EVM	gene	1414023	1434217	.	+	.	ID=evm.TU.SUPER__14.33;Name=EVM prediction SUPER__14.33
ENSG00000196233.1	gene_19589	evm.TU.SUPER__14.363	SUPER__14	EVM	gene	21540221	21649313	.	-	.	ID=evm.TU.SUPER__14.363;Name=EVM prediction SUPER__14.363
ENSG00000196262.7	gene_19615	evm.TU.SUPER__14.668	SUPER__14	EVM	gene	49309446	49310229	.	-	.	ID=evm.TU.SUPER__14.668;Name=EVM prediction SUPER__14.668
ENSG00000196289.2	gene_19625	evm.TU.SUPER__14.732	SUPER__14	EVM	gene	53558482	53558868	.	-	.	ID=evm.TU.SUPER__14.732;Name=EVM prediction SUPER__14.732
ENSG00000196693.1	gene_19749	reg_22994	SUPER__14	TOGA	gene	52952582	52963375	.	-	.	ID=reg_22994;Name=gene.reg_22994
ENSG00000196793.1	gene_19814	reg_23056	SUPER__14	TOGA	gene	53597592	53598989	.	-	.	ID=reg_23056;Name=gene.reg_23056
ENSG00000196865.1	gene_19835	evm.TU.SUPER__14.191	SUPER__14	EVM	gene	9976487	10012925	.	-	.	ID=evm.TU.SUPER__14.191;Name=EVM prediction SUPER__14.191
ENSG00000196932.1	gene_19849	evm.TU.SUPER__14.509	SUPER__14	EVM	gene	35314923	35351409	.	-	.	ID=evm.TU.SUPER__14.509;Name=EVM prediction SUPER__14.509
ENSG00000196968.1	gene_19860	evm.TU.SUPER__14.616	SUPER__14	EVM	gene	44498151	44501149	.	+	.	ID=evm.TU.SUPER__14.616;Name=EVM prediction SUPER__14.616
ENSG00000197142.1	gene_19919	reg_23033	SUPER__14	TOGA	gene	11130987	11168354	.	-	.	ID=reg_23033;Name=gene.reg_23033
ENSG00000197177.1	gene_19928	evm.TU.SUPER__14.107	SUPER__14	EVM	gene	5664061	5678031	.	+	.	ID=evm.TU.SUPER__14.107;Name=EVM prediction SUPER__14.107
ENSG00000197430.1	gene_20017	evm.TU.SUPER__14.367	SUPER__14	EVM	gene	21957983	21968620	.	+	.	ID=evm.TU.SUPER__14.367;Name=EVM prediction SUPER__14.367
ENSG00000197444.1	gene_20019	evm.TU.SUPER__14.760	SUPER__14	EVM	gene	55671565	55695070	.	+	.	ID=evm.TU.SUPER__14.760;Name=EVM prediction SUPER__14.760
ENSG00000197467.1	gene_20026	evm.TU.SUPER__14.567	SUPER__14	EVM	gene	41390238	41535298	.	+	.	ID=evm.TU.SUPER__14.567;Name=EVM prediction SUPER__14.567
ENSG00000197746.1	gene_20095	evm.TU.SUPER__14.587	SUPER__14	EVM	gene	42959762	42991612	.	-	.	ID=evm.TU.SUPER__14.587;Name=EVM prediction SUPER__14.587
ENSG00000197748.1	gene_20098	evm.TU.SUPER__14.241	SUPER__14	EVM	gene	16081694	16173074	.	+	.	ID=evm.TU.SUPER__14.241;Name=EVM prediction SUPER__14.241
ENSG00000197771.1	gene_20107	evm.TU.SUPER__14.127	SUPER__14	EVM	gene	5939854	5968194	.	+	.	ID=evm.TU.SUPER__14.127;Name=EVM prediction SUPER__14.127
ENSG00000197893.1	gene_20139	evm.TU.SUPER__14.196	SUPER__14	EVM	gene	10122138	10186308	.	+	.	ID=evm.TU.SUPER__14.196;Name=EVM prediction SUPER__14.196
ENSG00000198018.1	gene_20177	evm.TU.SUPER__14.328	SUPER__14	EVM	gene	19574714	19604432	.	-	.	ID=evm.TU.SUPER__14.328;Name=EVM prediction SUPER__14.328
ENSG00000198060.1	gene_20207	evm.TU.SUPER__14.411	SUPER__14	EVM	gene	24517562	24560754	.	-	.	ID=evm.TU.SUPER__14.411;Name=EVM prediction SUPER__14.411
ENSG00000198105.1	gene_20229	reg_23381	SUPER__14	TOGA	gene	52997424	53013759	.	+	.	ID=reg_23381;Name=gene.reg_23381
ENSG00000198173.2	gene_20247	evm.TU.SUPER__14.820	SUPER__14	EVM	gene	59767356	59768973	.	-	.	ID=evm.TU.SUPER__14.820;Name=EVM prediction SUPER__14.820
ENSG00000198246.1	gene_20270	evm.TU.SUPER__14.585	SUPER__14	EVM	gene	42498879	42540596	.	+	.	ID=evm.TU.SUPER__14.585;Name=EVM prediction SUPER__14.585
ENSG00000198408.1	gene_20301	evm.TU.SUPER__14.287	SUPER__14	EVM	gene	17890314	17916484	.	+	.	ID=evm.TU.SUPER__14.287;Name=EVM prediction SUPER__14.287
ENSG00000198546.1	gene_20336	evm.TU.SUPER__14.114	SUPER__14	EVM	gene	5782492	5785249	.	+	.	ID=evm.TU.SUPER__14.114;Name=EVM prediction SUPER__14.114
ENSG00000198682.1	gene_20372	reg_23115	SUPER__14	TOGA	gene	27708574	27779155	.	-	.	ID=reg_23115;Name=gene.reg_23115
ENSG00000198728.1	gene_20385	evm.TU.SUPER__14.283	SUPER__14	EVM	gene	17681132	17692645	.	+	.	ID=evm.TU.SUPER__14.283;Name=EVM prediction SUPER__14.283
ENSG00000198734.1	gene_20391	evm.TU.SUPER__14.822	SUPER__14	EVM	gene	59907454	59908080	.	+	.	ID=evm.TU.SUPER__14.822;Name=EVM prediction SUPER__14.822
ENSG00000198739.1	gene_20396	reg_23406	SUPER__14	TOGA	gene	39278175	39434455	.	+	.	ID=reg_23406;Name=gene.reg_23406
ENSG00000198825.1	gene_20446	evm.TU.SUPER__14.128	SUPER__14	EVM	gene	5971289	6028798	.	-	.	ID=evm.TU.SUPER__14.128;Name=EVM prediction SUPER__14.128
ENSG00000198873.1	gene_20479	evm.TU.SUPER__14.132	SUPER__14	EVM	gene	6206528	6383883	.	-	.	ID=evm.TU.SUPER__14.132;Name=EVM prediction SUPER__14.132
ENSG00000198915.1	gene_20499	reg_23064	SUPER__14	TOGA	gene	53365003	53389510	.	-	.	ID=reg_23064;Name=gene.reg_23064
ENSG00000198924.1	gene_20510	evm.TU.SUPER__14.192	SUPER__14	EVM	gene	10014628	10029131	.	+	.	ID=evm.TU.SUPER__14.192;Name=EVM prediction SUPER__14.192
ENSG00000198954.1	gene_20526	evm.TU.SUPER__14.551	SUPER__14	EVM	gene	40765624	40796787	.	+	.	ID=evm.TU.SUPER__14.551;Name=EVM prediction SUPER__14.551
ENSG00000198964.1	gene_20532	evm.TU.SUPER__14.462	SUPER__14	EVM	gene	28145324	28176334	.	+	.	ID=evm.TU.SUPER__14.462;Name=EVM prediction SUPER__14.462
ENSG00000203772.1	gene_20560	evm.TU.SUPER__14.122	SUPER__14	EVM	gene	5865935	5866369	.	-	.	ID=evm.TU.SUPER__14.122;Name=EVM prediction SUPER__14.122
ENSG00000203780.1	gene_20562	reg_23470	SUPER__14	TOGA	gene	2557008	2578914	.	+	.	ID=reg_23470;Name=gene.reg_23470
ENSG00000203791.1	gene_20566	evm.TU.SUPER__14.49	SUPER__14	EVM	gene	2040759	2053144	.	-	.	ID=evm.TU.SUPER__14.49;Name=EVM prediction SUPER__14.49
ENSG00000203795.1	gene_20567	evm.TU.SUPER__14.27	SUPER__14	EVM	gene	1355806	1357646	.	-	.	ID=evm.TU.SUPER__14.27;Name=EVM prediction SUPER__14.27
ENSG00000203795.2	gene_20568	evm.TU.SUPER__14.29	SUPER__14	EVM	gene	1379064	1380336	.	+	.	ID=evm.TU.SUPER__14.29;Name=EVM prediction SUPER__14.29
ENSG00000203805.1	gene_20570	evm.TU.SUPER__14.6	SUPER__14	EVM	gene	206165	236878	.	+	.	ID=evm.TU.SUPER__14.6;Name=EVM prediction SUPER__14.6
ENSG00000203837.1	gene_20572	evm.TU.SUPER__14.172	SUPER__14	EVM	gene	8290620	8310673	.	-	.	ID=evm.TU.SUPER__14.172;Name=EVM prediction SUPER__14.172
ENSG00000203867.1	gene_20576	reg_23099	SUPER__14	TOGA	gene	12115001	12289414	.	-	.	ID=reg_23099;Name=gene.reg_23099
ENSG00000204020.1	gene_20610	evm.TU.SUPER__14.449	SUPER__14	EVM	gene	26993563	27009478	.	-	.	ID=evm.TU.SUPER__14.449;Name=EVM prediction SUPER__14.449
ENSG00000204021.1	gene_20611	evm.TU.SUPER__14.450	SUPER__14	EVM	gene	27025334	27043418	.	-	.	ID=evm.TU.SUPER__14.450;Name=EVM prediction SUPER__14.450
ENSG00000204130.1	gene_20625	evm.TU.SUPER__14.542	SUPER__14	EVM	gene	40279083	40319583	.	-	.	ID=evm.TU.SUPER__14.542;Name=EVM prediction SUPER__14.542
ENSG00000204161.1	gene_20631	evm.TU.SUPER__14.769	SUPER__14	EVM	gene	56173436	56201324	.	+	.	ID=evm.TU.SUPER__14.769;Name=EVM prediction SUPER__14.769
ENSG00000204175.1	gene_20633	evm.TU.SUPER__14.802	SUPER__14	EVM	gene	58162666	58164440	.	-	.	ID=evm.TU.SUPER__14.802;Name=EVM prediction SUPER__14.802
ENSG00000204179.1	gene_20635	evm.TU.SUPER__14.786	SUPER__14	EVM	gene	57164423	57267722	.	+	.	ID=evm.TU.SUPER__14.786;Name=EVM prediction SUPER__14.786
ENSG00000204501.4	gene_20733	evm.TU.SUPER__14.737	SUPER__14	EVM	gene	53798164	53799843	.	-	.	ID=evm.TU.SUPER__14.737;Name=EVM prediction SUPER__14.737
ENSG00000205189.2	gene_20959	evm.TU.SUPER__14.529	SUPER__14	EVM	gene	38195730	38197658	.	-	.	ID=evm.TU.SUPER__14.529;Name=EVM prediction SUPER__14.529
ENSG00000205189.3	gene_20960	evm.TU.SUPER__14.707	SUPER__14	EVM	gene	50813971	50815287	.	-	.	ID=evm.TU.SUPER__14.707;Name=EVM prediction SUPER__14.707
ENSG00000213341.1	gene_21213	evm.TU.SUPER__14.318	SUPER__14	EVM	gene	19169134	19199860	.	+	.	ID=evm.TU.SUPER__14.318;Name=EVM prediction SUPER__14.318
ENSG00000213390.1	gene_21216	evm.TU.SUPER__14.361	SUPER__14	EVM	gene	21305366	21342153	.	+	.	ID=evm.TU.SUPER__14.361;Name=EVM prediction SUPER__14.361
ENSG00000213551.1	gene_21236	evm.TU.SUPER__14.604	SUPER__14	EVM	gene	44096903	44100972	.	-	.	ID=evm.TU.SUPER__14.604;Name=EVM prediction SUPER__14.604
ENSG00000214279.1	gene_21326	reg_23617	SUPER__14	TOGA	gene	5875842	5897982	.	+	.	ID=reg_23617;Name=gene.reg_23617
ENSG00000214285.1	gene_21327	reg_23520	SUPER__14	TOGA	gene	3214853	3218125	.	+	.	ID=reg_23520;Name=gene.reg_23520
ENSG00000214435.1	gene_21338	evm.TU.SUPER__14.260	SUPER__14	EVM	gene	17107406	17116510	.	-	.	ID=evm.TU.SUPER__14.260;Name=EVM prediction SUPER__14.260
ENSG00000214655.1	gene_21355	reg_23404	SUPER__14	TOGA	gene	44509327	44524273	.	+	.	ID=reg_23404;Name=gene.reg_23404
ENSG00000214688.1	gene_21359	reg_23214	SUPER__14	TOGA	gene	42867807	42868163	.	-	.	ID=reg_23214;Name=gene.reg_23214
ENSG00000225830.1	gene_21603	evm.TU.SUPER__14.764	SUPER__14	EVM	gene	55855004	55932227	.	+	.	ID=evm.TU.SUPER__14.764;Name=EVM prediction SUPER__14.764
ENSG00000227345.1	gene_21625	evm.TU.SUPER__14.759	SUPER__14	EVM	gene	55449673	55638127	.	+	.	ID=evm.TU.SUPER__14.759;Name=EVM prediction SUPER__14.759
ENSG00000227877.1	gene_21629	reg_23201	SUPER__14	TOGA	gene	33926013	33926153	.	-	.	ID=reg_23201;Name=gene.reg_23201
ENSG00000228474.1	gene_21634	reg_23378	SUPER__14	TOGA	gene	58434207	58434328	.	+	.	ID=reg_23378;Name=gene.reg_23378
ENSG00000229544.1	gene_21647	evm.TU.SUPER__14.45	SUPER__14	EVM	gene	1909508	1912087	.	-	.	ID=evm.TU.SUPER__14.45;Name=EVM prediction SUPER__14.45
ENSG00000241935.1	gene_22012	reg_23193	SUPER__14	TOGA	gene	21083355	21102686	.	-	.	ID=reg_23193;Name=gene.reg_23193
ENSG00000263639.1	gene_22587	reg_23398	SUPER__14	TOGA	gene	55380682	55391464	.	+	.	ID=reg_23398;Name=gene.reg_23398
ENSG00000263761.1	gene_22588	evm.TU.SUPER__14.791	SUPER__14	EVM	gene	57528327	57531580	.	+	.	ID=evm.TU.SUPER__14.791;Name=EVM prediction SUPER__14.791
ENSG00000264717.1	gene_22596	evm.TU.SUPER__14.801	SUPER__14	EVM	gene	58083589	58084716	.	-	.	ID=evm.TU.SUPER__14.801;Name=EVM prediction SUPER__14.801
ENSG00000265203.1	gene_22598	evm.TU.SUPER__14.792	SUPER__14	EVM	gene	57555114	57557108	.	+	.	ID=evm.TU.SUPER__14.792;Name=EVM prediction SUPER__14.792
ENSG00000265354.1	gene_22600	evm.TU.SUPER__14.758	SUPER__14	EVM	gene	55423345	55449201	.	-	.	ID=evm.TU.SUPER__14.758;Name=EVM prediction SUPER__14.758
ENSG00000265763.1	gene_22603	reg_23110	SUPER__14	TOGA	gene	57564900	57565882	.	-	.	ID=reg_23110;Name=gene.reg_23110
ENSG00000266412.1	gene_22611	reg_23387	SUPER__14	TOGA	gene	55411655	55420690	.	+	.	ID=reg_23387;Name=gene.reg_23387
ENSG00000266524.1	gene_22613	evm.TU.SUPER__14.790	SUPER__14	EVM	gene	57509736	57519258	.	+	.	ID=evm.TU.SUPER__14.790;Name=EVM prediction SUPER__14.790
ENSG00000271321.1	gene_22687	evm.TU.SUPER__14.530	SUPER__14	EVM	gene	38255805	38277792	.	-	.	ID=evm.TU.SUPER__14.530;Name=EVM prediction SUPER__14.530
ENSG00000274209.1	gene_22741	reg_23459	SUPER__14	TOGA	gene	57576286	58020130	.	+	.	ID=reg_23459;Name=gene.reg_23459
ENSG00000001617.1	gene_18	reg_17595	SUPER__15	TOGA	gene	56753168	56777633	.	-	.	ID=reg_17595;Name=gene.reg_17595
ENSG00000003756.1	gene_52	evm.TU.SUPER__15.667	SUPER__15	EVM	gene	56807743	56829368	.	-	.	ID=evm.TU.SUPER__15.667;Name=EVM prediction SUPER__15.667
ENSG00000004399.1	gene_58	evm.TU.SUPER__15.245	SUPER__15	EVM	gene	25330797	25383767	.	-	.	ID=evm.TU.SUPER__15.245;Name=EVM prediction SUPER__15.245
ENSG00000004534.1	gene_63	evm.TU.SUPER__15.668	SUPER__15	EVM	gene	56836008	56893457	.	-	.	ID=evm.TU.SUPER__15.668;Name=EVM prediction SUPER__15.668
ENSG00000004838.1	gene_72	evm.TU.SUPER__15.654	SUPER__15	EVM	gene	56635165	56638675	.	+	.	ID=evm.TU.SUPER__15.654;Name=EVM prediction SUPER__15.654
ENSG00000005001.1	gene_83	evm.TU.SUPER__15.751	SUPER__15	EVM	gene	58628013	58632418	.	+	.	ID=evm.TU.SUPER__15.751;Name=EVM prediction SUPER__15.751
ENSG00000007038.1	gene_202	evm.TU.SUPER__15.749	SUPER__15	EVM	gene	58611340	58614417	.	+	.	ID=evm.TU.SUPER__15.749;Name=EVM prediction SUPER__15.749
ENSG00000007402.1	gene_259	evm.TU.SUPER__15.650	SUPER__15	EVM	gene	56508622	56615693	.	+	.	ID=evm.TU.SUPER__15.650;Name=EVM prediction SUPER__15.650
ENSG00000008226.1	gene_285	reg_19011	SUPER__15	TOGA	gene	50935064	50978775	.	+	.	ID=reg_19011;Name=gene.reg_19011
ENSG00000008300.1	gene_291	reg_19193	SUPER__15	TOGA	gene	57637866	57661606	.	+	.	ID=reg_19193;Name=gene.reg_19193
ENSG00000008324.1	gene_295	evm.TU.SUPER__15.576	SUPER__15	EVM	gene	53125095	53128160	.	+	.	ID=evm.TU.SUPER__15.576;Name=EVM prediction SUPER__15.576
ENSG00000010256.1	gene_340	evm.TU.SUPER__15.717	SUPER__15	EVM	gene	57679724	57690740	.	+	.	ID=evm.TU.SUPER__15.717;Name=EVM prediction SUPER__15.717
ENSG00000010282.1	gene_343	evm.TU.SUPER__15.580	SUPER__15	EVM	gene	53199527	53206558	.	-	.	ID=evm.TU.SUPER__15.580;Name=EVM prediction SUPER__15.580
ENSG00000010318.1	gene_347	reg_17558	SUPER__15	TOGA	gene	19137449	19148550	.	-	.	ID=reg_17558;Name=gene.reg_17558
