userId	geneSymbol	geneName	entrezgene	score	gLink
SPIC	SPIC	Spi-C transcription factor	121599	2.08036244998216	https://www.ncbi.nlm.nih.gov/gene/?term=121599
SPINDOC	SPINDOC	spindlin interactor and repressor of chromatin binding	144097	0.115440051821483	https://www.ncbi.nlm.nih.gov/gene/?term=144097
SPINK9	SPINK9	serine peptidase inhibitor, Kazal type 9	643394	1.20982728715798	https://www.ncbi.nlm.nih.gov/gene/?term=643394
SRPRB	SRPRB	SRP receptor subunit beta	58477	0.232397137029828	https://www.ncbi.nlm.nih.gov/gene/?term=58477
SRRM5	SRRM5	serine/arginine repetitive matrix 5	100170229	0.9921793097077803	https://www.ncbi.nlm.nih.gov/gene/?term=100170229
STAT1	STAT1	signal transducer and activator of transcription 1	6772	0.151343808081337	https://www.ncbi.nlm.nih.gov/gene/?term=6772
STAT6	STAT6	signal transducer and activator of transcription 6	6778	0.748681479423771	https://www.ncbi.nlm.nih.gov/gene/?term=6778
STON2	STON2	stonin 2	85439	0.309942769131915	https://www.ncbi.nlm.nih.gov/gene/?term=85439
SUPT3H	SUPT3H	SPT3 homolog, SAGA and STAGA complex component	8464	0.327687699317907	https://www.ncbi.nlm.nih.gov/gene/?term=8464
SUSD2	SUSD2	sushi domain containing 2	56241	0.26673552853051	https://www.ncbi.nlm.nih.gov/gene/?term=56241
SYNC	SYNC	syncoilin, intermediate filament protein	81493	1.8024568050446867	https://www.ncbi.nlm.nih.gov/gene/?term=81493
SYNM	SYNM	synemin	23336	0.347055018068459	https://www.ncbi.nlm.nih.gov/gene/?term=23336
SYNPO2	SYNPO2	synaptopodin 2	171024	0.370789335451445	https://www.ncbi.nlm.nih.gov/gene/?term=171024
SYT8	SYT8	synaptotagmin 8	90019	0.222713468663581	https://www.ncbi.nlm.nih.gov/gene/?term=90019
SYTL2	SYTL2	synaptotagmin like 2	54843	0.426837513857837	https://www.ncbi.nlm.nih.gov/gene/?term=54843
TAAR1	TAAR1	trace amine associated receptor 1	134864	1.2175480180172225	https://www.ncbi.nlm.nih.gov/gene/?term=134864
TACC3	TACC3	transforming acidic coiled-coil containing protein 3	10460	0.544563392733312	https://www.ncbi.nlm.nih.gov/gene/?term=10460
TAP1	TAP1	transporter 1, ATP binding cassette subfamily B member	6890	0.193809803559155	https://www.ncbi.nlm.nih.gov/gene/?term=6890
TARBP1	TARBP1	TAR (HIV-1) RNA binding protein 1	6894	0.39183573628485446	https://www.ncbi.nlm.nih.gov/gene/?term=6894
TARM1	TARM1	T cell-interacting, activating receptor on myeloid cells 1	441864	6.10040336070531	https://www.ncbi.nlm.nih.gov/gene/?term=441864
TASOR	TASOR	transcription activation suppressor	23272	0.388532551618718	https://www.ncbi.nlm.nih.gov/gene/?term=23272
TASOR2	TASOR2	transcription activation suppressor family member 2	54906	0.85299892860991	https://www.ncbi.nlm.nih.gov/gene/?term=54906
TBC1D17	TBC1D17	TBC1 domain family member 17	79735	0.288093704465441	https://www.ncbi.nlm.nih.gov/gene/?term=79735
TBCE	TBCE	tubulin folding cofactor E	6905	0.585653450591275	https://www.ncbi.nlm.nih.gov/gene/?term=6905
TBKBP1	TBKBP1	TBK1 binding protein 1	9755	0.0803590599210803	https://www.ncbi.nlm.nih.gov/gene/?term=9755
TCEA3	TCEA3	transcription elongation factor A3	6920	0.43043435359015003	https://www.ncbi.nlm.nih.gov/gene/?term=6920
TCF20	TCF20	transcription factor 20	6942	0.165299717220354	https://www.ncbi.nlm.nih.gov/gene/?term=6942
TDRD6	TDRD6	tudor domain containing 6	221400	0.614228348162175	https://www.ncbi.nlm.nih.gov/gene/?term=221400
TEDC1	TEDC1	tubulin epsilon and delta complex 1	283643	0.238872382664713	https://www.ncbi.nlm.nih.gov/gene/?term=283643
TEDDM1	TEDDM1	transmembrane epididymal protein 1	127670	0.628122733073403	https://www.ncbi.nlm.nih.gov/gene/?term=127670
TEPP	TEPP	testis, prostate and placenta expressed	374739	1.20398498550135	https://www.ncbi.nlm.nih.gov/gene/?term=374739
TFPI	TFPI	tissue factor pathway inhibitor	7035	1.07009072327925	https://www.ncbi.nlm.nih.gov/gene/?term=7035
TG	TG	thyroglobulin	7038	0.213202334408454	https://www.ncbi.nlm.nih.gov/gene/?term=7038
THEGL	THEGL	theg spermatid protein like	100506564	0.429261395583795	https://www.ncbi.nlm.nih.gov/gene/?term=100506564
THG1L	THG1L	tRNA-histidine guanylyltransferase 1 like	54974	0.936539365067	https://www.ncbi.nlm.nih.gov/gene/?term=54974
TIAM1	TIAM1	T cell lymphoma invasion and metastasis 1	7074	0.168484762818312	https://www.ncbi.nlm.nih.gov/gene/?term=7074
TIGD5	TIGD5	tigger transposable element derived 5	84948	0.384427356116613	https://www.ncbi.nlm.nih.gov/gene/?term=84948
TIRAP	TIRAP	TIR domain containing adaptor protein	114609	0.307418883634754	https://www.ncbi.nlm.nih.gov/gene/?term=114609
TJP2	TJP2	tight junction protein 2	9414	0.598509571048431	https://www.ncbi.nlm.nih.gov/gene/?term=9414
TLL2	TLL2	tolloid like 2	7093	0.099157477138763	https://www.ncbi.nlm.nih.gov/gene/?term=7093
TLR5	TLR5	toll like receptor 5	7100	0.336110565661836	https://www.ncbi.nlm.nih.gov/gene/?term=7100
TMC7	TMC7	transmembrane channel like 7	79905	0.40095276691702103	https://www.ncbi.nlm.nih.gov/gene/?term=79905
TMEM121B	TMEM121B	transmembrane protein 121B	27439	0.238111065119579	https://www.ncbi.nlm.nih.gov/gene/?term=27439
TMEM132A	TMEM132A	transmembrane protein 132A	54972	0.720008171840818	https://www.ncbi.nlm.nih.gov/gene/?term=54972
TMEM150C	TMEM150C	transmembrane protein 150C	441027	0.449599739334862	https://www.ncbi.nlm.nih.gov/gene/?term=441027
TMEM184A	TMEM184A	transmembrane protein 184A	202915	0.224779349836152	https://www.ncbi.nlm.nih.gov/gene/?term=202915
TMEM25	TMEM25	transmembrane protein 25	84866	0.815762042541013	https://www.ncbi.nlm.nih.gov/gene/?term=84866
TMEM255B	TMEM255B	transmembrane protein 255B	348013	0.623168711323588	https://www.ncbi.nlm.nih.gov/gene/?term=348013
TMEM63B	TMEM63B	transmembrane protein 63B	55362	0.144731701090667	https://www.ncbi.nlm.nih.gov/gene/?term=55362
TMEM95	TMEM95	transmembrane protein 95	339168	0.817983587315246	https://www.ncbi.nlm.nih.gov/gene/?term=339168
TMPRSS11E	TMPRSS11E	transmembrane serine protease 11E	28983	1.30788389957778	https://www.ncbi.nlm.nih.gov/gene/?term=28983
TMPRSS4	TMPRSS4	transmembrane serine protease 4	56649	0.245882109024768	https://www.ncbi.nlm.nih.gov/gene/?term=56649
TMTC2	TMTC2	transmembrane and tetratricopeptide repeat containing 2	160335	0.10156894600348719	https://www.ncbi.nlm.nih.gov/gene/?term=160335
TNFAIP2	TNFAIP2	TNF alpha induced protein 2	7127	0.470430152522098	https://www.ncbi.nlm.nih.gov/gene/?term=7127
TNFRSF8	TNFRSF8	TNF receptor superfamily member 8	943	0.8511917292178169	https://www.ncbi.nlm.nih.gov/gene/?term=943
TNFSF11	TNFSF11	TNF superfamily member 11	8600	0.227139219664417	https://www.ncbi.nlm.nih.gov/gene/?term=8600
TNS2	TNS2	tensin 2	23371	1.71729376709181	https://www.ncbi.nlm.nih.gov/gene/?term=23371
TNS3	TNS3	tensin 3	64759	0.0991519753346697	https://www.ncbi.nlm.nih.gov/gene/?term=64759
TOX3	TOX3	TOX high mobility group box family member 3	27324	0.102963279706937	https://www.ncbi.nlm.nih.gov/gene/?term=27324
TPRN	TPRN	taperin	286262	0.166507216572818	https://www.ncbi.nlm.nih.gov/gene/?term=286262
TPSB2	TPSB2	tryptase beta 2 (gene/pseudogene)	64499	0.568721706111175	https://www.ncbi.nlm.nih.gov/gene/?term=64499
TRADD	TRADD	TNFRSF1A associated via death domain	8717	0.171383307747925	https://www.ncbi.nlm.nih.gov/gene/?term=8717
TRIM22	TRIM22	tripartite motif containing 22	10346	1.9677735252275246	https://www.ncbi.nlm.nih.gov/gene/?term=10346
TRIM38	TRIM38	tripartite motif containing 38	10475	0.506916115646034	https://www.ncbi.nlm.nih.gov/gene/?term=10475
TRIM50	TRIM50	tripartite motif containing 50	135892	0.302985562011229	https://www.ncbi.nlm.nih.gov/gene/?term=135892
TRIM59	TRIM59	tripartite motif containing 59	286827	0.756675364640506	https://www.ncbi.nlm.nih.gov/gene/?term=286827
TRIOBP	TRIOBP	TRIO and F-actin binding protein	11078	0.434613350945874	https://www.ncbi.nlm.nih.gov/gene/?term=11078
TRPM1	TRPM1	transient receptor potential cation channel subfamily M member 1	4308	0.189270971632593	https://www.ncbi.nlm.nih.gov/gene/?term=4308
TSFM	TSFM	Ts translation elongation factor, mitochondrial	10102	0.81114006285193	https://www.ncbi.nlm.nih.gov/gene/?term=10102
TSLP	TSLP	thymic stromal lymphopoietin	85480	1.031709927284	https://www.ncbi.nlm.nih.gov/gene/?term=85480
TSSK1B	TSSK1B	testis specific serine kinase 1B	83942	0.656491636894079	https://www.ncbi.nlm.nih.gov/gene/?term=83942
TTC16	TTC16	tetratricopeptide repeat domain 16	158248	0.823774042163676	https://www.ncbi.nlm.nih.gov/gene/?term=158248
TTC7A	TTC7A	tetratricopeptide repeat domain 7A	57217	0.607567353411934	https://www.ncbi.nlm.nih.gov/gene/?term=57217
TTLL6	TTLL6	tubulin tyrosine ligase like 6	284076	0.399877963674867	https://www.ncbi.nlm.nih.gov/gene/?term=284076
TUBGCP6	TUBGCP6	tubulin gamma complex associated protein 6	85378	0.285162817748559	https://www.ncbi.nlm.nih.gov/gene/?term=85378
TXNDC16	TXNDC16	thioredoxin domain containing 16	57544	0.197515818223727	https://www.ncbi.nlm.nih.gov/gene/?term=57544
TXNRD2	TXNRD2	thioredoxin reductase 2	10587	0.285798514786735	https://www.ncbi.nlm.nih.gov/gene/?term=10587
UBFD1	UBFD1	ubiquitin family domain containing 1	56061	0.386833049914696	https://www.ncbi.nlm.nih.gov/gene/?term=56061
UBL5	UBL5	ubiquitin like 5	59286	0.43468114184316	https://www.ncbi.nlm.nih.gov/gene/?term=59286
UBOX5	UBOX5	U-box domain containing 5	22888	0.415706673573347	https://www.ncbi.nlm.nih.gov/gene/?term=22888
UBTFL1	UBTFL1	upstream binding transcription factor like 1	642623	0.935335404581179	https://www.ncbi.nlm.nih.gov/gene/?term=642623
UCN	UCN	urocortin	7349	0.311602605631949	https://www.ncbi.nlm.nih.gov/gene/?term=7349
ULK3	ULK3	unc-51 like kinase 3	25989	0.425719183766358	https://www.ncbi.nlm.nih.gov/gene/?term=25989
USP2	USP2	ubiquitin specific peptidase 2	9099	0.770869280481103	https://www.ncbi.nlm.nih.gov/gene/?term=9099
USP50	USP50	ubiquitin specific peptidase 50	373509	0.751816229970248	https://www.ncbi.nlm.nih.gov/gene/?term=373509
VRK2	VRK2	VRK serine/threonine kinase 2	7444	1.59790891974781	https://www.ncbi.nlm.nih.gov/gene/?term=7444
VSIG10L	VSIG10L	V-set and immunoglobulin domain containing 10 like	147645	0.3699074348094205	https://www.ncbi.nlm.nih.gov/gene/?term=147645
VSTM1	VSTM1	V-set and transmembrane domain containing 1	284415	1.049040713738385	https://www.ncbi.nlm.nih.gov/gene/?term=284415
VWF	VWF	von Willebrand factor	7450	0.243387016783978	https://www.ncbi.nlm.nih.gov/gene/?term=7450
WBP1	WBP1	WW domain binding protein 1	23559	4.97164883793242	https://www.ncbi.nlm.nih.gov/gene/?term=23559
WDR75	WDR75	WD repeat domain 75	84128	0.30482333576466	https://www.ncbi.nlm.nih.gov/gene/?term=84128
WHRN	WHRN	whirlin	25861	0.340098718634099	https://www.ncbi.nlm.nih.gov/gene/?term=25861
WIPF1	WIPF1	WAS/WASL interacting protein family member 1	7456	0.142952895787455	https://www.ncbi.nlm.nih.gov/gene/?term=7456
WWP1	WWP1	WW domain containing E3 ubiquitin protein ligase 1	11059	0.323549575804012	https://www.ncbi.nlm.nih.gov/gene/?term=11059
XDH	XDH	xanthine dehydrogenase	7498	0.271927368185085	https://www.ncbi.nlm.nih.gov/gene/?term=7498
XPA	XPA	XPA, DNA damage recognition and repair factor	7507	0.4983946922435515	https://www.ncbi.nlm.nih.gov/gene/?term=7507
XRN1	XRN1	5'-3' exoribonuclease 1	54464	1.20428259450413	https://www.ncbi.nlm.nih.gov/gene/?term=54464
ZBED1	ZBED1	zinc finger BED-type containing 1	9189	0.405960121837719	https://www.ncbi.nlm.nih.gov/gene/?term=9189
ZBTB45	ZBTB45	zinc finger and BTB domain containing 45	84878	0.130397799337805	https://www.ncbi.nlm.nih.gov/gene/?term=84878
ZCCHC8	ZCCHC8	zinc finger CCHC-type containing 8	55596	0.537599873205431	https://www.ncbi.nlm.nih.gov/gene/?term=55596
ZFP28	ZFP28	ZFP28 zinc finger protein	140612	0.421287782560451	https://www.ncbi.nlm.nih.gov/gene/?term=140612
ZFPL1	ZFPL1	zinc finger protein like 1	7542	0.48428745221893	https://www.ncbi.nlm.nih.gov/gene/?term=7542
ZG16B	ZG16B	zymogen granule protein 16B	124220	3.6582188769331	https://www.ncbi.nlm.nih.gov/gene/?term=124220
ZIK1	ZIK1	zinc finger protein interacting with K protein 1	284307	0.62748873415782	https://www.ncbi.nlm.nih.gov/gene/?term=284307
ZKSCAN7	ZKSCAN7	zinc finger with KRAB and SCAN domains 7	55888	0.34263378682291	https://www.ncbi.nlm.nih.gov/gene/?term=55888
ZNF205	ZNF205	zinc finger protein 205	7755	0.7538591901702705	https://www.ncbi.nlm.nih.gov/gene/?term=7755
ZNF260	ZNF260	zinc finger protein 260	339324	0.827386256226765	https://www.ncbi.nlm.nih.gov/gene/?term=339324
ZNF316	ZNF316	zinc finger protein 316	100131017	0.1922441641189	https://www.ncbi.nlm.nih.gov/gene/?term=100131017
ZNF326	ZNF326	zinc finger protein 326	284695	0.896544694768266	https://www.ncbi.nlm.nih.gov/gene/?term=284695
ZNF408	ZNF408	zinc finger protein 408	79797	0.211356491879059	https://www.ncbi.nlm.nih.gov/gene/?term=79797
ZNF483	ZNF483	zinc finger protein 483	158399	0.536096216403236	https://www.ncbi.nlm.nih.gov/gene/?term=158399
ZNF551	ZNF551	zinc finger protein 551	90233	0.5700719758303645	https://www.ncbi.nlm.nih.gov/gene/?term=90233
ZNF581	ZNF581	zinc finger protein 581	51545	0.300667259972431	https://www.ncbi.nlm.nih.gov/gene/?term=51545
ZNF662	ZNF662	zinc finger protein 662	389114	1.34180375120436	https://www.ncbi.nlm.nih.gov/gene/?term=389114
ZNF674	ZNF674	zinc finger protein 674	641339	0.254889293251805	https://www.ncbi.nlm.nih.gov/gene/?term=641339
ZNF75A	ZNF75A	zinc finger protein 75a	7627	0.675577160769182	https://www.ncbi.nlm.nih.gov/gene/?term=7627
ZNF764	ZNF764	zinc finger protein 764	92595	0.6178433819506635	https://www.ncbi.nlm.nih.gov/gene/?term=92595
ZNF77	ZNF77	zinc finger protein 77	58492	0.718166598698974	https://www.ncbi.nlm.nih.gov/gene/?term=58492
ZNF770	ZNF770	zinc finger protein 770	54989	0.395963848125439	https://www.ncbi.nlm.nih.gov/gene/?term=54989
ZNF783	ZNF783	zinc finger family member 783	100289678	0.0787420277805482	https://www.ncbi.nlm.nih.gov/gene/?term=100289678
ZNF821	ZNF821	zinc finger protein 821	55565	0.493610585193228	https://www.ncbi.nlm.nih.gov/gene/?term=55565
ZNF831	ZNF831	zinc finger protein 831	128611	0.481373858048071	https://www.ncbi.nlm.nih.gov/gene/?term=128611
ZNF853	ZNF853	zinc finger protein 853	54753	0.50658383167837	https://www.ncbi.nlm.nih.gov/gene/?term=54753
ZNF862	ZNF862	zinc finger protein 862	643641	0.9443523187577134	https://www.ncbi.nlm.nih.gov/gene/?term=643641
ZP3	ZP3	zona pellucida glycoprotein 3	7784	0.324936230411216	https://www.ncbi.nlm.nih.gov/gene/?term=7784
ZSCAN10	ZSCAN10	zinc finger and SCAN domain containing 10	84891	0.326107523349827	https://www.ncbi.nlm.nih.gov/gene/?term=84891
ZXDB	ZXDB	zinc finger X-linked duplicated B	158586	0.302924124803134	https://www.ncbi.nlm.nih.gov/gene/?term=158586
